image,label_group,Precision@1,Recall@1,Precision@3,Recall@3,Precision@5,Recall@5,Precision@10,Recall@10,AP
5080b9f9171f6adff539b2faef4c8a95.jpg,4053312415,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.1667
c7f42276b464c31abcb3d8bb372a5c04.jpg,2364218596,1.0,1.0,0.3333,1.0,0.2,1.0,0.1,1.0,1.0
de89a690f69720262b57574f85988bd7.jpg,685296764,1.0,1.0,0.3333,1.0,0.2,1.0,0.1,1.0,1.0
7872c2bfa54246bd61ec2331bba50ff1.jpg,685296764,1.0,1.0,0.3333,1.0,0.2,1.0,0.1,1.0,1.0
6351bfb83e4afd1d38b7cfdebfd2ff43.jpg,1006682573,0.0,0.0,0.3333,1.0,0.2,1.0,0.1,1.0,0.5
635a0db48cecc621d94b938ccd5d5b67.jpg,1868925900,1.0,1.0,0.3333,1.0,0.2,1.0,0.1,1.0,1.0
f0d8b76589e836044b3339f55be26211.jpg,1676101055,1.0,1.0,0.3333,1.0,0.2,1.0,0.1,1.0,1.0
d0bf94ea4263dd09b7be60b61e477676.jpg,665433957,1.0,1.0,0.3333,1.0,0.2,1.0,0.1,1.0,1.0
ee5b6eeb8e64a667641d8e2e36aba721.jpg,1789407376,1.0,1.0,0.3333,1.0,0.2,1.0,0.1,1.0,1.0
a85bba0ee2701d790b833dd8d2925427.jpg,217804619,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.1
b85def28ea147c622a4ae66f0e5da5b8.jpg,3356382357,1.0,1.0,0.3333,1.0,0.2,1.0,0.1,1.0,1.0
e53af377904f895ffd5883aa0f95c424.jpg,1217324497,1.0,1.0,0.3333,1.0,0.2,1.0,0.1,1.0,1.0
1ebfb5a38f59adb8c3ffcc923dca3e0b.jpg,1642026269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c72f6faf6f2e9f8df7477f70d6dccd76.jpg,179698337,1.0,1.0,0.3333,1.0,0.2,1.0,0.1,1.0,1.0
2bf209e2dee7953702eb0510d7e7597b.jpg,2884803637,0.0,0.0,0.3333,1.0,0.2,1.0,0.1,1.0,0.3333
41405af5ce45f7e510495cf50d6622de.jpg,1381597103,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.125
5421b769c9a5925f8bf9ee6f9b230e27.jpg,615484027,1.0,1.0,0.3333,1.0,0.2,1.0,0.1,1.0,1.0
c8413ceb012223054a9af85d18976055.jpg,1359788018,1.0,1.0,0.3333,1.0,0.2,1.0,0.1,1.0,1.0
df66882f699be48ca5e487471bb61a3d.jpg,3726188911,1.0,1.0,0.3333,1.0,0.2,1.0,0.1,1.0,1.0
c4f35f4d67c67abf2829971246dd5874.jpg,2364218596,1.0,1.0,0.3333,1.0,0.2,1.0,0.1,1.0,1.0
2aafa0af0eecfe5cad8ca2cda7e6b9cc.jpg,416701145,1.0,1.0,0.3333,1.0,0.2,1.0,0.1,1.0,1.0
4a934c51d3cf26d61096cc2331ed9358.jpg,832856031,1.0,1.0,0.3333,1.0,0.2,1.0,0.1,1.0,1.0
247fb6f523a663c3333ef1c923ec7b51.jpg,2359912463,1.0,1.0,0.3333,1.0,0.2,1.0,0.1,1.0,1.0
d1f90cd7660f7e2d3a253a3c0e6077a4.jpg,3729890527,1.0,1.0,0.3333,1.0,0.2,1.0,0.1,1.0,1.0
07ac27311757badb756f126234c05da3.jpg,87895577,1.0,1.0,0.3333,1.0,0.2,1.0,0.1,1.0,1.0
bc619a7ab2039b9c28adcf8014864243.jpg,1006682573,1.0,1.0,0.3333,1.0,0.2,1.0,0.1,1.0,1.0
f9cf76b55e8a1fd17468c8445e5b26c2.jpg,1642026269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10bad01363c0fd8642bc186dfe158292.jpg,2612181584,1.0,1.0,0.3333,1.0,0.2,1.0,0.1,1.0,1.0
efceab19e2b58838c6498bcc7d4c1ff0.jpg,1902731777,1.0,1.0,0.3333,1.0,0.2,1.0,0.1,1.0,1.0
fbe38c4b9adaaf23678684b14793b03e.jpg,2253364211,1.0,1.0,0.3333,1.0,0.2,1.0,0.1,1.0,1.0
c7d609066a6bf16a814775f8d8e9243f.jpg,179698337,1.0,1.0,0.3333,1.0,0.2,1.0,0.1,1.0,1.0
067058271aee5fe6eff27e6cbf866156.jpg,3773419446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c838553f756353eee83242d6f303439c.jpg,1118262008,0.0,0.0,0.0,0.0,0.2,1.0,0.1,1.0,0.2
c53832cdb58a6603aa623c8836b84c48.jpg,4264375583,1.0,1.0,0.3333,1.0,0.2,1.0,0.1,1.0,1.0
dd8b4a628bae55423623bbd1c929655a.jpg,2584408421,1.0,1.0,0.3333,1.0,0.2,1.0,0.1,1.0,1.0
2c8c7370beef69986206126f8364fddd.jpg,378343305,1.0,1.0,0.3333,1.0,0.2,1.0,0.1,1.0,1.0
c2e9750168072b5109b484c9c52244e5.jpg,4078022259,1.0,1.0,0.3333,1.0,0.2,1.0,0.1,1.0,1.0
80417017f42f5c146e193f9d3b747d23.jpg,783711993,1.0,1.0,0.3333,1.0,0.2,1.0,0.1,1.0,1.0
ef14b26e749d17114edeeadb1fd5a387.jpg,1888738666,0.0,0.0,0.0,0.0,0.2,1.0,0.1,1.0,0.25
054ee4814906aef62516ba02dd8d4dc5.jpg,1390892179,1.0,1.0,0.3333,1.0,0.2,1.0,0.1,1.0,1.0
43529488f47268625078abd6309a913a.jpg,2974535963,1.0,1.0,0.3333,1.0,0.2,1.0,0.1,1.0,1.0
d5fda4ff28dbbfb7607a0e2410658b09.jpg,4215690781,1.0,1.0,0.3333,1.0,0.2,1.0,0.1,1.0,1.0
2a124835becdf96b0c529112773f7578.jpg,3984914517,1.0,1.0,0.3333,1.0,0.2,1.0,0.1,1.0,1.0
9f124ee60184a0528adcfd2d0b0f02c4.jpg,3540387866,1.0,1.0,0.3333,1.0,0.2,1.0,0.1,1.0,1.0
7e1fb3c0c634c47cd2ac2af1cb2d718f.jpg,217144336,0.0,0.0,0.3333,1.0,0.2,1.0,0.1,1.0,0.5
15c51ad0ca220b4ff9a186daf9a635d8.jpg,875034895,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.125
47ce246b4d85532c1aca27924def3ec5.jpg,3469866782,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.1667
4037149aa7878e79dee62595a96837c1.jpg,2698075415,1.0,1.0,0.3333,1.0,0.2,1.0,0.1,1.0,1.0
99c91cd8b4d04d4dc7f5a4fc1533a0a7.jpg,2685155852,1.0,1.0,0.3333,1.0,0.2,1.0,0.1,1.0,1.0
b7907823e8179a5c1771b987dbf2360f.jpg,3984914517,1.0,1.0,0.3333,1.0,0.2,1.0,0.1,1.0,1.0
870ed7e0201409d6e07362e03ed7669e.jpg,2262691189,1.0,1.0,0.3333,1.0,0.2,1.0,0.1,1.0,1.0
f366cedb750fad26a16f756d525b1a60.jpg,3991730709,1.0,1.0,0.3333,1.0,0.2,1.0,0.1,1.0,1.0
de6000c440a768080c81bc6db67fa44a.jpg,2292082163,0.0,0.0,0.3333,1.0,0.2,1.0,0.1,1.0,0.5
5a173de8a656e4c03bb1335b490b02d9.jpg,3407802018,0.0,0.0,0.3333,1.0,0.2,1.0,0.1,1.0,0.5
6d3aa77300ff6804bd5c7dc92b991239.jpg,3026349725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37c48fec3515e5245dff3dfe268b677b.jpg,2722794324,1.0,1.0,0.3333,1.0,0.2,1.0,0.1,1.0,1.0
9480026f7a89f8d6c89798bc3233353f.jpg,2804259900,0.0,0.0,0.0,0.0,0.2,1.0,0.1,1.0,0.2
53fbb82407b237d4ba8922e1e52a413f.jpg,562198632,1.0,1.0,0.3333,1.0,0.2,1.0,0.1,1.0,1.0
2ddae5a097287a2ac63d3809d43a06d2.jpg,1729454608,0.0,0.0,0.0,0.0,0.2,1.0,0.1,1.0,0.25
d9d88a06a8964fbb4a8c8ebf0055edcb.jpg,2712789376,1.0,1.0,0.3333,1.0,0.2,1.0,0.1,1.0,1.0
219fd8fca064f17df5c05d5ce84123f1.jpg,2584408421,1.0,1.0,0.3333,1.0,0.2,1.0,0.1,1.0,1.0
3831ff02337add51dac461377e561e56.jpg,652176199,1.0,1.0,0.3333,1.0,0.2,1.0,0.1,1.0,1.0
ccc09f971b5401e74c77daf08a993222.jpg,462212371,1.0,1.0,0.3333,1.0,0.2,1.0,0.1,1.0,1.0
5b29ac4779a849e1fa11b6f2d5a4b5f3.jpg,2685155852,1.0,1.0,0.3333,1.0,0.2,1.0,0.1,1.0,1.0
8cc40f4f2ecc809615e7b78ca2e2599a.jpg,958369680,1.0,1.0,0.3333,1.0,0.2,1.0,0.1,1.0,1.0
7458607591657e52d5627223be54b541.jpg,615484027,1.0,1.0,0.3333,1.0,0.2,1.0,0.1,1.0,1.0
7c016fd1309674cb648b498f8535cbef.jpg,2314232878,1.0,1.0,0.3333,1.0,0.2,1.0,0.1,1.0,1.0
cb2329252aedd1d4278d17e56af4da71.jpg,1660633098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
775c441b1fc09bf5096587f0810cc440.jpg,3726188911,1.0,1.0,0.3333,1.0,0.2,1.0,0.1,1.0,1.0
25d30c396d47ede16c8eb0a7833be89f.jpg,1670767260,1.0,1.0,0.3333,1.0,0.2,1.0,0.1,1.0,1.0
1172d1b57befd47946393f633f7b315b.jpg,1665050072,0.0,0.0,0.3333,1.0,0.2,1.0,0.1,1.0,0.3333
d9b72fc4f14f82de38d6bd0b995fe1e7.jpg,3991730709,1.0,1.0,0.3333,1.0,0.2,1.0,0.1,1.0,1.0
2387a8809a796aaa77cf00097444e734.jpg,1999312808,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.125
87368726181fb92beb28dc448302f875.jpg,4215690781,1.0,1.0,0.3333,1.0,0.2,1.0,0.1,1.0,1.0
fcaf2e1526a60cb3e2d644c2f092566c.jpg,3312160391,1.0,1.0,0.3333,1.0,0.2,1.0,0.1,1.0,1.0
dbe12a3156bf8082eeadb5286e10c1ee.jpg,4186017872,1.0,1.0,0.3333,1.0,0.2,1.0,0.1,1.0,1.0
92736de70548cf59153e9b827e819641.jpg,1729454608,0.0,0.0,0.3333,1.0,0.2,1.0,0.1,1.0,0.3333
7a3ba68b7b513a9def99a8fd9257d813.jpg,2614193632,0.0,0.0,0.3333,1.0,0.2,1.0,0.1,1.0,0.3333
505dff0e07c44ec1bb51d53bf110463e.jpg,964445591,1.0,1.0,0.3333,1.0,0.2,1.0,0.1,1.0,1.0
cfa2833628c3fcc6bc41b071a363866b.jpg,1259657890,1.0,1.0,0.3333,1.0,0.2,1.0,0.1,1.0,1.0
2f51d8d40e76554e4151cd6b75173258.jpg,1676101055,1.0,1.0,0.3333,1.0,0.2,1.0,0.1,1.0,1.0
4c51f80e4315a8cef93b21fac007bd3b.jpg,2698075415,1.0,1.0,0.3333,1.0,0.2,1.0,0.1,1.0,1.0
7ef9fb7aede9a1efd4e7f106170b9249.jpg,3729890527,1.0,1.0,0.3333,1.0,0.2,1.0,0.1,1.0,1.0
58170cc01039c0cb78dda2db229fc5ad.jpg,3312160391,1.0,1.0,0.3333,1.0,0.2,1.0,0.1,1.0,1.0
1af53473f30b62ca8b658f6292ba0e3d.jpg,3202881534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4f1c2b4f9c728f6d3ddd3d04af74f203.jpg,1999312808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1a4f5c046d7636a830220d5de6d275d0.jpg,2884803637,0.0,0.0,0.0,0.0,0.2,1.0,0.1,1.0,0.25
16c7bbd46c73aaf44457b64c593c1833.jpg,1231123093,1.0,1.0,0.3333,1.0,0.2,1.0,0.1,1.0,1.0
63b211e1c17caeb3cbfa596c4b39b430.jpg,2933572724,1.0,1.0,0.3333,1.0,0.2,1.0,0.1,1.0,1.0
6134d0f68f18ccff30b2c0abbddccceb.jpg,2262691189,0.0,0.0,0.3333,1.0,0.2,1.0,0.1,1.0,0.3333
659721d770507609e4dd9a2e7aec0532.jpg,927285629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
be1c85c8909d2a87a0cecbfe8cc8abc3.jpg,2022021717,1.0,1.0,0.3333,1.0,0.2,1.0,0.1,1.0,1.0
16f6704ba16e7d6b706dbfe6393ec443.jpg,4053312415,1.0,1.0,0.3333,1.0,0.2,1.0,0.1,1.0,1.0
b4884cc2cc482da5fcc6cbddb50bcda9.jpg,217804619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5f6a80dce4b8d13c68305f99a5ea00b3.jpg,1660633098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
03c9aa4d005cf31d145434f4095ac5f9.jpg,2612181584,1.0,1.0,0.3333,1.0,0.2,1.0,0.1,1.0,1.0
f47750d26c183afbbd4a7e5914b890bd.jpg,2421033412,1.0,1.0,0.3333,1.0,0.2,1.0,0.1,1.0,1.0
1c2b1a33693903a0b1f3ac5dbbc5d9df.jpg,1362714865,1.0,1.0,0.3333,1.0,0.2,1.0,0.1,1.0,1.0
78125afc64af1e69bbb0d1f72525911e.jpg,2086433099,1.0,1.0,0.3333,1.0,0.2,1.0,0.1,1.0,1.0
b8a6bd4525cde5e33706d6f1978e97b0.jpg,3120962485,1.0,1.0,0.3333,1.0,0.2,1.0,0.1,1.0,1.0
53b55e76ceb2f83d6b4a33761227b065.jpg,1131984318,1.0,1.0,0.3333,1.0,0.2,1.0,0.1,1.0,1.0
625582ded0a5b900968899486e89d819.jpg,2421033412,1.0,1.0,0.3333,1.0,0.2,1.0,0.1,1.0,1.0
737d63fe82eb61006032004ce92dfe8d.jpg,416701145,1.0,1.0,0.3333,1.0,0.2,1.0,0.1,1.0,1.0
2df16db9d9bdf6c0d2fb58242a892d07.jpg,2299314811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
e28aea22e6af720a9fa4c8ba99273180.jpg,562198632,1.0,1.0,0.3333,1.0,0.2,1.0,0.1,1.0,1.0
741c80ade39a13535e7992796c6f6006.jpg,1692766124,1.0,1.0,0.3333,1.0,0.2,1.0,0.1,1.0,1.0
37af176f694edc9bdd2df00a36c9f30d.jpg,832856031,1.0,1.0,0.3333,1.0,0.2,1.0,0.1,1.0,1.0
6ff99b476ff8566b8ebb76ab9a949cc7.jpg,2022021717,1.0,1.0,0.3333,1.0,0.2,1.0,0.1,1.0,1.0
da08c28bb08296cdb420f7958cb70ea0.jpg,3540387866,1.0,1.0,0.3333,1.0,0.2,1.0,0.1,1.0,1.0
55ddf4b1dd6b65a236bead4efea589f1.jpg,1058067867,1.0,1.0,0.3333,1.0,0.2,1.0,0.1,1.0,1.0
b3c5640e71b7fc83ff16f73e1a635ce7.jpg,461100795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2119fa1aefebfd6f9e8a989b04b5757d.jpg,462212371,1.0,1.0,0.3333,1.0,0.2,1.0,0.1,1.0,1.0
d49a75385196cd78313e0f142fc6bfa9.jpg,461100795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7c08d27160b0c3bd68e86085c87318d5.jpg,3133575067,1.0,1.0,0.3333,1.0,0.2,1.0,0.1,1.0,1.0
32a69a45cb3ef81d3b835e61ef16dd86.jpg,1390892179,1.0,1.0,0.3333,1.0,0.2,1.0,0.1,1.0,1.0
20f74974a9b146afa534b1ecd02f13af.jpg,875034895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7811f061820c0ae631e1237179849571.jpg,1259657890,1.0,1.0,0.3333,1.0,0.2,1.0,0.1,1.0,1.0
fda983b4b0a947cbb8f1d9a2b090514b.jpg,1692766124,1.0,1.0,0.3333,1.0,0.2,1.0,0.1,1.0,1.0
182312d0230403e84d150db00b892ed2.jpg,1362714865,1.0,1.0,0.3333,1.0,0.2,1.0,0.1,1.0,1.0
b28fa64f410d61fa72fdf08d3452f617.jpg,1764481177,0.0,0.0,0.3333,1.0,0.2,1.0,0.1,1.0,0.3333
0a3ad318f168872362dbeeace46ac82d.jpg,2722794324,1.0,1.0,0.3333,1.0,0.2,1.0,0.1,1.0,1.0
e188b6218ac84d020d23e71e7a4cd112.jpg,87895577,1.0,1.0,0.3333,1.0,0.2,1.0,0.1,1.0,1.0
19ea4b9653c3ba2c87128f0e11429a72.jpg,783711993,1.0,1.0,0.3333,1.0,0.2,1.0,0.1,1.0,1.0
d2af41e830b9577d39d7358143151755.jpg,3407802018,0.0,0.0,0.3333,1.0,0.2,1.0,0.1,1.0,0.5
b62218bb4f08f1d536ba44ff38b8b103.jpg,1013339050,1.0,1.0,0.3333,1.0,0.2,1.0,0.1,1.0,1.0
164c9c14a9c3f082aa649f9ae8012ba6.jpg,1665050072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33f004f312a27d3bfe9bce5995bfc967.jpg,4264375583,1.0,1.0,0.3333,1.0,0.2,1.0,0.1,1.0,1.0
06b3f3f16b1a435bd46bf23ed3f6fca4.jpg,19273520,1.0,1.0,0.3333,1.0,0.2,1.0,0.1,1.0,1.0
bce2c942c4b4c1c9b737eb1b74db8cdb.jpg,3044955701,1.0,1.0,0.3333,1.0,0.2,1.0,0.1,1.0,1.0
733f1dfadd0d18a8c81d67d0711586ad.jpg,1231123093,1.0,1.0,0.3333,1.0,0.2,1.0,0.1,1.0,1.0
3e3f7d12a82c0b108581a4d689e96d92.jpg,1764481177,0.0,0.0,0.3333,1.0,0.2,1.0,0.1,1.0,0.3333
f51e61a0d4b6ad97c1934d0dad135dce.jpg,1039164212,1.0,1.0,0.3333,1.0,0.2,1.0,0.1,1.0,1.0
2d7f0ecca11ad8c063f985ed38c80a9e.jpg,3775010805,1.0,1.0,0.3333,1.0,0.2,1.0,0.1,1.0,1.0
cbcbf6cf770af1219a04d34e896d0940.jpg,363024489,1.0,1.0,0.3333,1.0,0.2,1.0,0.1,1.0,1.0
641a8956399226ec815ae83f39f750ec.jpg,1868925900,1.0,1.0,0.3333,1.0,0.2,1.0,0.1,1.0,1.0
06ace9c2e440d7d17db4356b5e6ec76c.jpg,1789407376,1.0,1.0,0.3333,1.0,0.2,1.0,0.1,1.0,1.0
0aa79c0add197e53df9b2db7a0f1526f.jpg,1359788018,1.0,1.0,0.3333,1.0,0.2,1.0,0.1,1.0,1.0
167820ecd2d088dc9d5022a9e9be5d89.jpg,1381597103,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.1667
dfdf4eda025a45bb279cb9a8c4fd3ecf.jpg,3120962485,1.0,1.0,0.3333,1.0,0.2,1.0,0.1,1.0,1.0
4f95e147dca2bc466c2623a22be719c8.jpg,232318354,1.0,1.0,0.3333,1.0,0.2,1.0,0.1,1.0,1.0
5bbdd77f2d0e4b00bcc8cdb4bd3d103d.jpg,2933572724,1.0,1.0,0.3333,1.0,0.2,1.0,0.1,1.0,1.0
a898116da6e5cde176c05ef855fd6fff.jpg,232318354,1.0,1.0,0.3333,1.0,0.2,1.0,0.1,1.0,1.0
1208c7d51e35186a0ddd41288a6c575c.jpg,665433957,1.0,1.0,0.3333,1.0,0.2,1.0,0.1,1.0,1.0
7aec9b2e09b2df7e9be6c2808e6cb490.jpg,2326564207,1.0,1.0,0.3333,1.0,0.2,1.0,0.1,1.0,1.0
e63777f3496cfa83124254e9f29fd109.jpg,964445591,1.0,1.0,0.3333,1.0,0.2,1.0,0.1,1.0,1.0
b88a3d409452866e8094d862f745cc7a.jpg,1670767260,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55a78ba661848415809c26fbdf4a9ab8.jpg,2834073373,1.0,1.0,0.3333,1.0,0.2,1.0,0.1,1.0,1.0
f40057800455d5cbd59585bcd97d04ca.jpg,3775010805,1.0,1.0,0.3333,1.0,0.2,1.0,0.1,1.0,1.0
cd4bb44e0dfc394c8cef8dfa2fe1de72.jpg,2086433099,1.0,1.0,0.3333,1.0,0.2,1.0,0.1,1.0,1.0
2c8e34bd646ad7c7a7ac22db3b87081b.jpg,3133575067,1.0,1.0,0.3333,1.0,0.2,1.0,0.1,1.0,1.0
35d5713cab442dbb1f9b4e0b158f927b.jpg,4078022259,1.0,1.0,0.3333,1.0,0.2,1.0,0.1,1.0,1.0
0b40dd7bbe4d81719f719f4ac13528de.jpg,3202881534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a92fbe1bc46654aa20aad2f30608e634.jpg,1195866879,1.0,1.0,0.3333,1.0,0.2,1.0,0.1,1.0,1.0
06b3f3f16b1a435bd46bf23ed3f6fca4.jpg,19273520,1.0,1.0,0.3333,1.0,0.2,1.0,0.1,1.0,1.0
d9074f43948053971953322ed8ddc2cf.jpg,1217324497,1.0,1.0,0.3333,1.0,0.2,1.0,0.1,1.0,1.0
fa2fe3cc03dd4f6a010413dea4da1dd8.jpg,1013339050,1.0,1.0,0.3333,1.0,0.2,1.0,0.1,1.0,1.0
8c5bf8a1d3dec3637921bc4f810d67b5.jpg,1504793711,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.1
02f670927e7a78e688f0a3f5d453391a.jpg,1796693466,1.0,1.0,0.3333,1.0,0.2,1.0,0.1,1.0,1.0
3e08c7e1a7964ea6cca2143481d65eab.jpg,2253364211,1.0,1.0,0.3333,1.0,0.2,1.0,0.1,1.0,1.0
62a339f1448fc35caf7f5c7fea8636c8.jpg,3425407260,1.0,1.0,0.3333,1.0,0.2,1.0,0.1,1.0,1.0
ca3de2ca53f407acf28602d2dfced1a7.jpg,2614193632,0.0,0.0,0.0,0.0,0.2,1.0,0.1,1.0,0.25
6a4dc19625c9ed6801ccbc2772172282.jpg,3001775952,1.0,1.0,0.3333,1.0,0.2,1.0,0.1,1.0,1.0
87e1a4892abc01c48ca58295016a6cd5.jpg,2712789376,0.0,0.0,0.3333,1.0,0.2,1.0,0.1,1.0,0.5
6e24f13ccfd0a9f760ba40618911afde.jpg,3026349725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
e099943783e1275fe1ed1d478cb30769.jpg,1131984318,1.0,1.0,0.3333,1.0,0.2,1.0,0.1,1.0,1.0
cee4823fb2cf16e3ec21ad4da183c140.jpg,2292082163,1.0,1.0,0.3333,1.0,0.2,1.0,0.1,1.0,1.0
039ad17208e4d282f9db05402113e905.jpg,927285629,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.1429
26490d21fa0c280d3f22c4d3eaf5099e.jpg,1039164212,1.0,1.0,0.3333,1.0,0.2,1.0,0.1,1.0,1.0
32b2beaeb2a302e368b7a59d8f05c4ff.jpg,378343305,1.0,1.0,0.3333,1.0,0.2,1.0,0.1,1.0,1.0
902325b39650337d72be1ce112e6f495.jpg,217144336,0.0,0.0,0.0,0.0,0.2,1.0,0.1,1.0,0.25
